Product name,String ID,GUID,Service plans included,Service plans included (friendly names)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d67,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d68,WINBIZ (8e229017-d77b-43d5-9305-903395523b99),WINDOWS 10 BUSINESS (8e229017-d77b-43d5-9305-903395523b99)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d69,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),AZURE ACTIVE DIRECTORY PREMIUM P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),CLOUD APP SECURITY DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5),BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),MICROSOFT STAFFHUB (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),EXCHANGE ONLINE (PLAN 2)(efb87545-963c-4e0d-99df-69c6916d9eb0)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,FLOW_O365_P2 (76846ad7-7776-4c40-a281-a386362dd1b9),FLOW FOR OFFICE 365 (76846ad7-7776-4c40-a281-a386362dd1b9)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,FORMS_PLAN_E3 (2789c901-c14e-48ab-a76a-be334d9d793a),MICROSOFT FORMS (PLAN E3) (2789c901-c14e-48ab-a76a-be334d9d793a)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),MICROSOFT INTUNE (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),MICROSOFT AZURE MULTI-FACTOR AUTHENTICATION (8a256a2b-b617-496d-b51b-e76466e88db0)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,POWERAPPS_O365_P2 (c68f8d98-5534-41c8-bf36-22fa496fa792),POWERAPPS FOR OFFICE 365(c68f8d98-5534-41c8-bf36-22fa496fa792)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),MICROSOFT AZURE ACTIVE DIRECTORY RIGHTS (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),AZURE INFORMATION PROTECTION PREMIUM P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINT ONLINE (PLAN 2) (5dbe027f-2339-4123-9542-606e4d348a72)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156),MICROSOFT STREAM FOR O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,WIN10_PRO_ENT_SUB (21b439ba-a0ca-424f-a6cc-52f954a5b111),WINDOWS 10 ENTERPRISE (21b439ba-a0ca-424f-a6cc-52f954a5b111)
MICROSOFT 365 E3,SPE_E3,05e9a617-0261-4cee-bb44-138d3ef5d965,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MCOMEETADV (3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40),Audio Conferencing (3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998),Azure Active Directory Premium P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,ATA (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f),Azure Advanced Threat Protection (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,RMS_S_PREMIUM2 (5689bec4-755d-4753-8b61-40975025187c),Azure Information Protection Premium P2 (5689bec4-755d-4753-8b61-40975025187c)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,LOCKBOX_ENTERPRISE (9f431833-0334-42de-a7dc-70aa40db46db),Customer Lockbox (9f431833-0334-42de-a7dc-70aa40db46db)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,FLOW_O365_P3 (07699545-9485-468e-95b6-2fca3738be01),Flow for Office 365 (07699545-9485-468e-95b6-2fca3738be01)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,INFORMATION_BARRIERS (c4801e8a-cb58-4c35-aca6-f2dcc106f287),Information Barriers (c4801e8a-cb58-4c35-aca6-f2dcc106f287)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MIP_S_CLP2 (efb0351d-3b08-4503-993d-383af8de41e3),Information Protection for Office 365 - Premium (efb0351d-3b08-4503-993d-383af8de41e3)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MIP_S_CLP1 (5136a095-5cf0-4aff-bec3-e84448b38ea5),Information Protection for Office 365 - Standard (5136a095-5cf0-4aff-bec3-e84448b38ea5)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MYANALYTICS_P2 (33c4f319-9bdd-48d6-9c4d-410b750a4a5a),Insights by MyAnalytics (33c4f319-9bdd-48d6-9c4d-410b750a4a5a)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Microsoft Azure Active Directory Rights (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,ADALLOM_S_STANDALONE (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2),Microsoft Cloud App Security (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,WINDEFATP (871d91ec-ec1a-452b-a83f-bd76c7d770ef),Microsoft Defender Advanced Threat Protection (871d91ec-ec1a-452b-a83f-bd76c7d770ef)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,FORMS_PLAN_E5 (e212cbc7-0961-4c40-9825-01117710dcb1),Microsoft Forms (Plan E5) (e212cbc7-0961-4c40-9825-01117710dcb1)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,KAIZALA_STANDALONE (0898bdbb-73b0-471a-81e5-20f1fe4dd66e),Microsoft Kaizala (0898bdbb-73b0-471a-81e5-20f1fe4dd66e)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,EXCHANGE_ANALYTICS (34c0d7a0-a70f-4668-9238-47f9fc208882),Microsoft MyAnalytics (Full) (34c0d7a0-a70f-4668-9238-47f9fc208882)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,STREAM_O365_E5 (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e),Microsoft Stream for O365 E5 SKU (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,EQUIVIO_ANALYTICS (4de31727-a228-4ec3-a5bf-8e45b5ca48cc),Office 365 Advanced eDiscovery (4de31727-a228-4ec3-a5bf-8e45b5ca48cc)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,ADALLOM_S_O365 (8c098270-9dd4-4350-9b30-ba4703f3b36b),Office 365 Advanced Security Management (8c098270-9dd4-4350-9b30-ba4703f3b36b)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939),Office 365 Advanced Threat Protection (Plan 1) (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,THREAT_INTELLIGENCE (8e0c0a52-6a6c-4d40-8370-dd62790dcd70),Office 365 Advanced Threat Protection (Plan 2) (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,PAM_ENTERPRISE (b1188c4c-1b36-4018-b48b-ee07604f6feb),Office 365 Privileged Access Management (b1188c4c-1b36-4018-b48b-ee07604f6feb)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),Office Online (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MCOEV (4828c8ec-dc2e-4779-b502-87ac9ce28ab7),Phone System (4828c8ec-dc2e-4779-b502-87ac9ce28ab7)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,BI_AZURE_P2 (70d33638-9c74-4d01-bfd3-562de28bd4ba),Power BI Pro (70d33638-9c74-4d01-bfd3-562de28bd4ba)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,POWERAPPS_O365_P3 (9c0dab89-a30c-4117-86e7-97bda240acd2),PowerApps for Office 365 Plan 3 (9c0dab89-a30c-4117-86e7-97bda240acd2)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,PREMIUM_ENCRYPTION (617b097b-4b93-4ede-83de-5f075bb5fb2f),Premium Encryption in Office 365 (617b097b-4b93-4ede-83de-5f075bb5fb2f)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SharePoint Online (Plan 2) (5dbe027f-2339-4123-9542-606e4d348a72)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,BPOS_S_TODO_3 (3fb82609-8c27-4f7b-bd51-30634711ee67),To-Do (Plan 3) (3fb82609-8c27-4f7b-bd51-30634711ee67)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,WHITEBOARD_PLAN3 (4a51bca5-1eff-43f5-878c-177680f191af),Whiteboard (Plan 3) (4a51bca5-1eff-43f5-878c-177680f191af)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,WIN10_PRO_ENT_SUB (21b439ba-a0ca-424f-a6cc-52f954a5b111),Windows 10 Enterprise (Original) (21b439ba-a0ca-424f-a6cc-52f954a5b111)
Microsoft 365 E5,SPE_E5,06ebc4ee-1bb5-47dd-8120-11324bc54e06,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),Yammer Enterprise (7547a3fe-08ee-4ccb-b430-5077c5041653)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Microsoft Azure Active Directory Rights (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156),Microsoft Stream for O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,TEAMS_AR_DOD (fd500458-c24c-478e-856c-a6067a8376cd),Microsoft Teams for DOD (AR) (fd500458-c24c-478e-856c-a6067a8376cd)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),Office Online (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SharePoint Online (Plan 2) (5dbe027f-2339-4123-9542-606e4d348a72)
Microsoft 365 E3_USGOV_DOD,SPE_E3_USGOV_DOD,d61d61cc-f992-433f-a577-5bd016037eeb,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1(6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),Cloud App Security Discovery (932ad362-64a8-4783-9106-97849a1a30b9)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Microsoft Azure Active Directory Rights (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156),Microsoft Stream for O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,TEAMS_AR_GCCHIGH (9953b155-8aef-4c56-92f3-72b0487fce41),Microsoft Teams for GCCHigh (AR) (9953b155-8aef-4c56-92f3-72b0487fce41)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),Office Online (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SharePoint Online (Plan 2) (5dbe027f-2339-4123-9542-606e4d348a72)
Microsoft 365 E3_USGOV_GCCHIGH,SPE_E3_USGOV_GCCHIGH,ca9d1dd9-dfe9-4fef-b97c-9bc1ea3c3658,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e67,RMS_S_PREMIUM2 (5689bec4-755d-4753-8b61-40975025187c),Azure Information Protection Premium P2 (5689bec4-755d-4753-8b61-40975025187c)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e68,LOCKBOX_ENTERPRISE (9f431833-0334-42de-a7dc-70aa40db46db),Customer Lockbox (9f431833-0334-42de-a7dc-70aa40db46db)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e69,INFORMATION_BARRIERS (c4801e8a-cb58-4c35-aca6-f2dcc106f287),Information Barriers (c4801e8a-cb58-4c35-aca6-f2dcc106f287)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e70,MIP_S_CLP2 (efb0351d-3b08-4503-993d-383af8de41e3),Information Protection for Office 365 - Premium (efb0351d-3b08-4503-993d-383af8de41e3)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e71,M365_ADVANCED_AUDITING (2f442157-a11c-46b9-ae5b-6e39ff4e5849),Microsoft 365 Advanced Auditing (2f442157-a11c-46b9-ae5b-6e39ff4e5849)
Microsoft 365 E5 Compliance,INFORMATION_PROTECTION_COMPLIANCE,184efa21-98c3-4e5d-95ab-d07053a96e72,EQUIVIO_ANALYTICS (4de31727-a228-4ec3-a5bf-8e45b5ca48cc),Office 365 Advanced eDiscovery (4de31727-a228-4ec3-a5bf-8e45b5ca48cc)
